instanceName,algorithmName,runsCount,avgObjective,minObjective,maxObjective
TSPA,2-Regret+P2D,100,6145.24,5027,6934
TSPA,SteepestLS_RandomStart_SWAP_EDGES,100,5734.21,69,7640
TSPA,SteepestLS_LM_RandomStart_SWAP_EDGES,100,5677.65,1107,7611
TSPA,SteepestLS_CM_RandomStart_SWAP_EDGES,100,5943.18,3865,7506
