instanceName,algorithmName,runsCount,avgRuntimeNanos,minRuntimeNanos,maxRuntimeNanos
TSPA,2-Regret+P2D,100,1.7676254E7,12191200,108509400
TSPA,SteepestLS_RandomStart_SWAP_EDGES,100,9.4905669E7,911800,601805800
TSPA,SteepestLS_LM_RandomStart_SWAP_EDGES,100,5949563.0,489800,116133200
TSPA,SteepestLS_CM_RandomStart_SWAP_EDGES,100,1.8743198E7,3894000,113815300
