instanceName,algorithmName,runsCount,avgRuntimeNanos,minRuntimeNanos,maxRuntimeNanos
TSPB,MSLS,20,2.667372775E9,2350755400,3152980200
TSPB,ILS,20,2.6712982E9,2667557700,2693850900
TSPB,LNS,20,2.67127296E9,2667664100,2684137700
TSPB,LNSa,20,2.66985004E9,2667647400,2675983800
