instanceName,algorithmName,runsCount,avgRuntimeNanos,minRuntimeNanos,maxRuntimeNanos
TSPB,2-Regret+P2D,100,1.4223234E7,12246100,23741600
TSPB,SteepestLS_RandomStart_SWAP_EDGES,100,8.2614765E7,107100,171652700
TSPB,SteepestLS_LM_RandomStart_SWAP_EDGES,100,3704225.0,456100,10388100
TSPB,SteepestLS_CM_RandomStart_SWAP_EDGES,100,1.5335513E7,1431900,32976500
