instanceName,algorithmName,runsCount,avgRuntimeNanos,minRuntimeNanos,maxRuntimeNanos
TSPA,MSLS,20,2.203507035E9,1957899100,3043123600
TSPA,ILS,20,2.20616334E9,2203624700,2216363500
TSPA,LNS,20,2.20701689E9,2204004400,2212383900
TSPA,LNSa,20,2.207114635E9,2203637800,2212485900
